,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
6322,14.7,18200000,2,58.8,17,есть,панель,закрытая,33.0,9.0,Евро,раздельный,1,2.64
6323,23.8,17012465,3,64.3,29,есть,,закрытая,34.7,10.3,,,2,2.87
6324,21.3,17753502,3,61.3,8,есть,,закрытая,36.1,18.3,,,2,2.99
6325,22.7,17793098,4,71.8,13,есть,,закрытая,43.9,21.9,,,2,3.05
6326,21.5,20807317,4,84.2,5,есть,,закрытая,49.6,20.2,,,2,2.9
6327,,22400000,2,52.2,6,есть,панель,,31.0,8.2,Евро,раздельный,2,
6328,8.6,16809000,2,38.1,4,есть,монолит,подземная,22.8,6.0,Евро,совмещённый,1,2.85
6329,18.9,20000000,2,61.8,10,есть,монолит,подземная,37.7,10.5,Хороший,раздельный,1,2.64
6330,21.6,20528745,4,73.8,3,есть,,закрытая,47.1,18.4,,,2,3.04
6331,17.8,15000000,2,61.8,14,есть,панель,закрытая,31.8,14.8,Хороший,раздельный,1,2.74
6332,15.0,16000000,2,53.0,11,есть,панель,,32.0,9.0,Хороший,раздельный,1,2.64
6333,21.5,21006589,4,84.2,7,есть,,закрытая,49.6,20.2,,,2,2.9
6334,21.5,16377931,3,59.4,15,есть,,закрытая,33.2,18.6,,,2,2.9
6335,12.7,18500000,3,65.5,10,есть,панель,закрытая,45.0,8.0,Хороший,раздельный,1,
6336,21.4,16109403,3,60.8,12,есть,,закрытая,38.6,18.7,,,2,2.99
6337,21.6,21486754,4,73.6,13,есть,,закрытая,47.1,18.3,,,2,3.04
6338,23.8,15400000,3,62.0,5,есть,,закрытая,42.0,12.0,Евро,раздельный,1,2.6
6339,12.6,16600000,3,63.0,6,есть,панель,закрытая,39.0,8.2,Хороший,раздельный,1,2.64
6340,21.5,17479491,4,62.0,10,есть,,закрытая,42.8,16.5,,,2,2.9
6341,12.4,15500000,3,56.8,8,есть,кирпич,,41.7,6.0,Хороший,раздельный,1,2.64
6342,21.5,19138751,4,82.1,12,есть,,закрытая,57.0,20.0,,,2,2.9
6343,23.3,17282454,4,73.0,9,есть,,закрытая,44.8,22.8,,,2,2.99
6344,14.7,18200000,2,58.8,17,есть,панель,закрытая,33.0,9.0,Евро,раздельный,1,2.64
6345,21.5,21396830,4,84.2,11,есть,,закрытая,49.6,20.2,,,2,2.9
6346,21.5,18180113,3,74.1,14,есть,,закрытая,38.2,13.9,,,2,2.9
6347,21.5,17344989,3,64.3,9,есть,,закрытая,42.0,19.2,,,2,2.9
6348,19.2,15650000,3,57.4,8,есть,монолит,закрытая,25.9,16.4,Евро,раздельный,1,2.6
6349,16.8,15050000,2,46.9,20,есть,панель,,29.1,8.0,Евро,совмещённый,1,2.7
6350,11.4,15700000,2,53.0,8,есть,панель,закрытая,31.0,8.5,Хороший,совмещённый,1,2.65
6351,11.8,15500000,3,66.2,10,есть,панель,закрытая,42.0,10.0,Евро,совмещённый,1,2.64
6352,23.8,17479881,3,69.5,25,есть,,закрытая,35.6,15.9,,,2,2.87
6353,21.5,18404300,4,85.3,2,есть,,закрытая,59.8,24.4,,,2,2.9
6354,21.3,22461241,4,84.8,9,есть,,закрытая,49.8,23.6,,,3,2.99
6355,19.7,15800000,3,75.0,5,есть,панель,,43.8,12.8,Хороший,раздельный,1,
6356,23.8,16722425,3,64.3,25,есть,,закрытая,34.7,10.3,,,2,2.87
6357,13.9,16000000,2,53.0,5,есть,панель,,30.0,9.0,Евро,совмещённый,1,2.7
6358,21.5,17155456,4,62.0,6,есть,,закрытая,42.8,16.5,,,2,2.9
6359,17.4,18500000,3,77.8,2,есть,панель,,44.2,10.1,Хороший,раздельный,1,2.64
6360,11.1,15500000,2,44.1,1,есть,блок,,29.6,5.8,Хороший,раздельный,1,
6361,8.4,15500000,2,48.0,10,есть,,,30.0,9.0,Хороший,раздельный,1,2.64
6362,21.3,18917829,4,72.4,4,есть,,закрытая,43.9,22.1,,,2,2.99
6363,21.5,17522579,4,66.7,2,есть,,закрытая,44.4,21.3,,,2,2.99
6364,24.6,17500000,3,74.4,3,есть,панель,,39.8,10.0,Хороший,,2,2.7
6365,21.4,17391733,3,74.6,7,есть,,закрытая,38.2,14.2,,,2,2.99
6366,17.5,19900000,3,81.6,15,есть,панель,закрытая,44.2,10.2,Хороший,раздельный,1,2.64
6367,21.6,17008991,3,52.5,13,есть,,закрытая,30.3,16.6,,,2,3.04
6368,9.0,24000000,2,55.0,9,есть,панель,закрытая,30.0,12.0,Евро,раздельный,1,2.64
6369,13.4,15990000,2,54.0,16,есть,монолит,,32.0,9.0,Дизайнерский,совмещённый,1,
6370,8.1,16800000,3,66.2,9,есть,панель,закрытая,44.0,10.4,Хороший,раздельный,1,
6371,21.3,17753502,3,61.3,8,есть,,закрытая,36.1,18.3,,,2,2.99
6372,23.3,17709003,4,72.7,15,есть,,закрытая,44.8,22.6,,,2,2.99
6373,22.6,23282573,4,100.0,14,есть,,закрытая,60.7,11.0,,,2,2.99
6374,21.5,17184387,3,64.3,7,есть,,закрытая,42.0,19.2,,,2,2.9
6375,13.4,16900000,3,77.2,2,есть,панель,закрытая,46.0,10.0,Хороший,раздельный,1,2.64
6376,8.2,18800000,2,59.1,12,есть,монолит,закрытая,31.4,15.2,Евро,раздельный,1,2.74
6377,23.9,15000000,2,58.9,9,есть,панель,закрытая,33.0,11.0,Хороший,раздельный,1,2.64
6378,21.5,17767849,3,72.5,12,есть,,закрытая,37.8,12.4,,,2,2.9
6379,23.8,18366660,3,75.7,20,есть,,закрытая,43.7,12.6,,,2,2.87
6380,21.6,21485196,4,73.6,14,есть,,закрытая,47.1,18.3,,,2,3.04
6381,,22500000,2,56.2,7,есть,кирпич,,37.8,8.8,Хороший,раздельный,1,2.7
6382,21.5,16600241,4,64.4,3,есть,,закрытая,44.4,17.9,,,2,2.9
6383,16.8,15050000,2,46.9,20,есть,панель,,29.1,8.0,Евро,совмещённый,1,2.7
6384,12.5,15000000,3,56.0,3,есть,кирпич,,40.0,5.5,Евро,совмещённый,1,2.5
6385,24.6,17500000,3,74.4,3,есть,панель,,39.8,10.0,Хороший,,2,2.7
6386,23.8,20049130,3,69.5,22,есть,,закрытая,35.7,14.9,,,2,2.99
6387,7.9,15100000,1,40.3,2,есть,панель,закрытая,16.5,9.0,Хороший,совмещённый,1,2.78
6388,21.5,16882975,3,64.4,3,есть,,закрытая,42.0,19.3,,,2,2.9
6389,21.5,16935360,4,62.0,8,есть,,закрытая,42.8,16.3,,,2,2.9
6390,23.8,17680543,3,75.2,15,есть,,закрытая,30.7,16.2,,,2,2.87
6391,21.4,16274042,3,52.7,14,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6392,5.6,16000000,1,39.0,17,есть,панель,открытая,19.5,8.6,Хороший,совмещённый,1,2.65
6393,12.1,24900000,3,75.0,8,есть,панель,,54.0,10.2,Дизайнерский,совмещённый,1,
6394,21.4,19139668,3,75.8,7,есть,,закрытая,38.4,20.8,,,2,2.99
6395,6.8,18000000,3,64.5,7,есть,блок,,43.9,9.8,Хороший,совмещённый,1,2.64
6396,7.3,15000000,1,39.0,18,есть,монолит,закрытая,14.9,10.1,Евро,совмещённый,1,2.7
6397,24.3,15850000,3,78.0,12,есть,панель,,47.0,10.2,Хороший,раздельный,1,2.64
6398,23.3,23062829,4,99.9,13,есть,,закрытая,60.7,10.9,,,2,2.99
6399,22.6,23282573,4,100.0,14,есть,,закрытая,60.7,11.0,,,2,2.99
6400,23.3,17199185,4,73.0,8,есть,,закрытая,44.8,22.8,,,2,2.99
6401,22.6,23331459,4,99.7,16,есть,,закрытая,60.7,10.9,,,2,2.99
6402,6.1,15000000,1,39.7,5,есть,кирпич,закрытая,18.9,10.4,Хороший,раздельный,1,3.15
6403,8.4,24200000,2,63.4,2,есть,панель,,33.7,12.9,Евро,раздельный,1,2.75
6404,23.3,16401144,3,62.9,12,есть,,закрытая,37.0,18.9,,,2,2.99
6405,22.6,23173404,4,100.0,13,есть,,закрытая,60.7,11.0,,,2,2.99
6406,12.6,19000000,2,53.5,17,есть,панель,закрытая,32.5,9.3,Евро,раздельный,1,2.7
6407,13.0,15300000,3,63.0,8,есть,,закрытая,45.0,6.0,Хороший,раздельный,1,2.5
6408,17.8,15500000,3,74.8,1,есть,панель,закрытая,45.7,10.2,Евро,раздельный,1,2.64
6409,23.8,16485814,3,63.2,25,есть,,закрытая,36.3,19.9,,,2,2.87
6410,14.2,15200000,2,46.0,3,есть,панель,,31.0,6.5,Дизайнерский,раздельный,1,2.65
6411,7.4,15000000,1,39.0,18,есть,монолит,закрытая,15.0,10.0,Евро,совмещённый,1,2.7
6412,23.9,19968319,3,69.6,19,есть,,закрытая,35.7,14.9,,,2,2.99
6413,16.1,15500000,1,35.9,7,есть,монолит,,22.9,8.0,Евро,совмещённый,1,
6414,16.2,19500000,3,72.4,7,есть,панель,закрытая,43.4,10.5,Евро,раздельный,1,2.64
6415,23.8,20049130,3,69.5,22,есть,,закрытая,35.7,14.9,,,2,2.99
6416,21.6,21485196,4,73.6,14,есть,,закрытая,47.1,18.3,,,2,3.04
6417,14.9,22000000,3,64.2,6,есть,панель,,42.8,8.3,Дизайнерский,совмещённый,1,
6418,8.6,16809000,2,38.1,4,есть,монолит,подземная,22.8,6.0,Евро,совмещённый,1,2.85
6419,23.8,16796578,3,64.3,26,есть,,закрытая,34.7,10.3,,,2,2.87
6420,21.5,16600241,4,64.4,3,есть,,закрытая,44.4,17.9,,,2,2.9
6421,23.8,17479881,3,69.5,25,есть,,закрытая,35.6,15.9,,,2,2.87
6422,12.7,15000000,2,38.0,3,есть,блок,закрытая,22.6,7.5,Евро,совмещённый,1,
6423,8.1,16800000,3,66.2,9,есть,панель,закрытая,44.0,10.4,Хороший,раздельный,1,
6424,5.5,17000000,2,50.5,7,есть,панель,закрытая,35.0,10.0,Хороший,раздельный,1,2.64
6425,21.5,17184387,3,64.3,7,есть,,закрытая,42.0,19.2,,,2,2.9
6426,23.8,16722425,3,64.3,25,есть,,закрытая,34.7,10.3,,,2,2.87
6427,17.4,18500000,3,77.8,2,есть,панель,,44.2,10.1,Хороший,раздельный,1,2.64
6428,4.1,15800000,3,49.3,6,есть,монолит,,34.6,6.0,Хороший,раздельный,1,2.64
6429,23.8,17663460,4,81.2,3,есть,,закрытая,49.7,20.1,,,2,2.87
6430,21.3,16304132,3,52.7,15,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6431,21.3,22461241,4,84.8,9,есть,,закрытая,49.8,23.6,,,3,2.99
6432,12.6,19000000,2,53.5,17,есть,панель,закрытая,32.5,9.3,Евро,раздельный,1,2.7
6433,23.8,18597596,4,81.2,14,есть,,закрытая,49.7,20.1,,,2,2.87
6434,21.6,21561368,4,73.5,15,есть,,закрытая,47.0,18.2,,,2,3.04
6435,24.2,15140000,1,40.0,14,есть,кирпич-монолит,подземная,23.3,6.4,Дизайнерский,совмещённый,1,2.75
6436,23.8,17797668,3,69.5,30,есть,,закрытая,35.6,15.9,,,2,2.87
6437,21.5,17642547,3,72.7,10,есть,,закрытая,37.8,12.5,,,2,2.9
6438,16.2,19500000,3,72.4,7,есть,панель,закрытая,43.4,10.5,Евро,раздельный,1,2.64
6439,,15390000,1,36.0,13,есть,панель,закрытая,17.8,6.6,Евро,совмещённый,1,2.64
6440,21.5,18301783,4,64.1,8,есть,,закрытая,41.2,17.8,,,2,2.99
6441,14.9,15800000,3,76.6,4,есть,панель,закрытая,44.7,10.3,Хороший,раздельный,1,2.64
6442,14.9,22000000,3,64.2,6,есть,панель,,42.8,8.3,Дизайнерский,совмещённый,1,
6443,21.5,16935360,4,62.0,8,есть,,закрытая,42.8,16.3,,,2,2.9
6444,15.3,15600000,2,46.9,10,есть,монолит,подземная,30.0,8.0,Дизайнерский,совмещённый,1,3.0
6445,10.0,15500000,2,46.0,3,есть,панель,закрытая,27.0,6.0,Евро,совмещённый,1,2.64
6446,22.7,18442856,4,72.2,5,есть,,закрытая,43.9,22.1,,,2,3.05
6447,5.1,15800000,2,50.4,4,есть,панель,,30.0,9.0,Хороший,раздельный,1,2.64
6448,22.7,16883835,3,60.9,12,есть,,закрытая,36.1,18.2,,,2,3.05
6449,13.3,20500000,3,74.0,12,есть,панель,закрытая,46.0,10.2,Хороший,раздельный,1,2.64
6450,9.5,15000000,2,43.9,8,есть,,закрытая,25.5,6.5,Евро,раздельный,1,
6451,23.8,17680543,3,75.2,15,есть,,закрытая,30.7,16.2,,,2,2.87
6452,21.5,18841104,4,83.0,4,есть,,закрытая,53.7,23.9,,,2,2.9
6453,21.3,17659557,4,61.6,15,есть,,закрытая,42.5,16.2,,,2,2.99
6454,16.5,15600000,3,65.4,1,есть,панель,,42.0,,Евро,раздельный,1,2.64
6455,9.5,16000000,2,44.9,4,есть,монолит,,33.4,5.2,Хороший,совмещённый,1,2.5
6456,20.6,15490000,3,75.0,9,есть,панель,,44.8,13.3,Хороший,раздельный,1,2.75
6457,22.6,17747109,4,72.8,14,есть,,закрытая,44.8,22.7,,,2,2.99
6458,23.8,17894990,3,75.5,17,есть,,закрытая,30.8,16.2,,,2,2.87
6459,21.5,19467921,4,82.5,12,есть,,закрытая,53.6,23.7,,,2,2.9
6460,14.4,15500000,2,49.0,6,есть,панель,,29.8,9.6,Хороший,совмещённый,1,
6461,16.7,16000000,3,75.0,1,есть,панель,,45.0,11.0,Хороший,раздельный,1,
6462,23.8,17797668,3,69.5,29,есть,,закрытая,35.6,15.9,,,2,2.87
6463,8.5,44664733,4,103.3,9,есть,,закрытая,68.0,26.2,,,3,3.1
6464,21.6,19693683,3,66.0,4,есть,,закрытая,33.7,12.9,,,2,3.04
6465,7.4,15700000,3,57.0,9,,,,39.0,6.0,Хороший,совмещённый,1,
6466,23.8,18760918,3,86.3,14,есть,монолит,,46.2,,,,,
6467,21.3,16113311,3,53.9,4,есть,,закрытая,34.9,16.9,,раздельный,1,2.99
6468,7.4,15000000,1,39.0,18,есть,монолит,,15.0,10.0,Евро,,,2.9
6469,13.5,17500000,3,59.0,7,,панель,,44.4,9.0,Евро,раздельный,1,
6470,6.7,15700000,,33.0,14,есть,монолит,подземная,27.0,,Дизайнерский,совмещённый,1,3.0
6471,,16300000,1,34.8,6,есть,кирпич,открытая,26.5,3.3,Евро,совмещённый,1,
6472,13.2,15900000,2,47.0,5,есть,панель,,30.0,7.0,Дизайнерский,,,2.64
6473,23.8,17716244,3,82.9,9,есть,монолит,,44.6,,,,,
6474,23.8,17502364,3,82.9,6,есть,монолит,,44.6,,,,,
6475,23.8,17488688,3,81.4,8,есть,монолит,,42.8,,,,,
6476,16.5,15990000,3,82.0,2,,панель,,48.4,9.0,Хороший,раздельный,1,2.7
6477,23.8,17670497,3,81.4,11,есть,монолит,,42.8,,,,,
6478,23.8,18888147,3,86.3,16,есть,монолит,,46.2,,,,,
6479,5.8,22000000,2,47.7,4,есть,монолит,,30.0,8.0,Дизайнерский,совмещённый,1,
6480,11.4,21000000,2,59.2,3,есть,панель,,35.5,8.3,Хороший,раздельный,1,2.7
6481,20.8,15900000,2,60.0,8,,панель,,35.0,12.0,Хороший,,,2.7
6482,7.9,18900000,1,60.0,14,есть,монолит,подземная,36.0,14.0,Дизайнерский,совмещённый,1,3.0
6483,23.8,18056300,3,86.0,2,есть,монолит,,42.2,,,,,
6484,12.7,18000000,2,60.9,13,есть,панель,открытая,34.3,10.0,Хороший,раздельный,1,2.8
6485,23.8,16591850,3,82.9,1,есть,монолит,,44.6,,,,,
6486,23.8,18536612,3,85.4,10,есть,монолит,,41.8,,,,,
6487,20.8,15900000,2,60.0,8,есть,панель,,34.0,12.0,Евро,совмещённый,1,
6488,8.5,45516997,4,103.3,13,есть,,закрытая,68.0,26.2,,,3,3.1
6489,23.8,17063112,3,83.0,2,есть,монолит,,42.9,,,,,
6490,23.3,16108787,3,62.9,13,есть,,закрытая,37.0,18.9,,,2,2.99
6491,15.0,15800000,3,73.0,1,есть,панель,закрытая,50.0,10.0,Дизайнерский,раздельный,1,2.7
6492,13.4,15900000,2,53.9,6,есть,кирпич,закрытая,33.0,9.0,Хороший,раздельный,1,2.7
6493,13.4,15700000,2,53.9,6,есть,кирпич,закрытая,32.1,9.0,Хороший,раздельный,1,2.8
6494,23.8,18289369,4,80.1,13,есть,,закрытая,48.3,14.8,,,2,2.87
6495,10.7,16000000,2,52.0,3,есть,панель,,35.0,10.0,Евро,раздельный,1,2.74
6496,21.5,20707682,4,84.2,4,есть,,закрытая,49.6,20.2,,,2,2.9
6497,21.5,16377931,3,59.4,16,есть,,закрытая,33.2,18.6,,,2,2.9
6498,7.5,15100000,3,60.0,5,,панель,,48.0,6.0,Хороший,совмещённый,1,2.6
6499,9.1,15670000,2,43.4,4,есть,кирпич,,28.5,5.0,Дизайнерский,совмещённый,1,2.64
6500,21.4,16049085,2,53.6,2,есть,,закрытая,23.6,15.9,,совмещённый,1,2.99
6501,21.5,18979093,3,74.0,15,есть,,закрытая,38.1,14.0,,,2,2.99
6502,23.8,15500000,2,58.0,21,есть,,закрытая,33.0,11.0,Евро,раздельный,1,
6503,9.1,17900000,3,79.0,11,есть,панель,,45.0,10.0,Евро,раздельный,1,
6504,21.6,19443340,4,75.9,2,есть,,закрытая,50.7,18.5,,,2,3.04
6505,13.4,15700000,2,53.3,6,есть,кирпич,,32.1,9.0,Хороший,раздельный,1,2.8
6506,22.7,18929166,4,72.0,11,есть,,закрытая,43.9,22.0,,,2,3.05
6507,7.5,17300000,3,60.0,8,есть,панель,,41.5,6.5,Хороший,совмещённый,1,
6508,20.6,15490000,3,75.0,9,есть,панель,,44.8,13.3,Хороший,раздельный,1,2.75
6509,5.1,24349231,1,43.0,4,есть,кирпич-монолит,закрытая,37.0,,,совмещённый,1,
6510,21.5,17680930,3,72.5,13,есть,,закрытая,37.8,12.4,,,2,2.9
6511,16.8,15600000,3,60.0,6,,,,45.0,5.8,Евро,раздельный,2,
6512,5.1,24501297,1,44.2,4,есть,кирпич-монолит,закрытая,38.2,,,совмещённый,1,
6513,16.5,15600000,3,65.4,1,есть,панель,,42.0,,Евро,раздельный,1,2.64
6514,9.5,16000000,2,44.9,4,есть,монолит,,33.4,5.2,Хороший,совмещённый,1,2.5
6515,5.1,24495749,1,44.2,4,есть,кирпич-монолит,закрытая,38.2,,,совмещённый,1,
6516,5.1,23571232,1,42.4,5,есть,кирпич-монолит,закрытая,36.4,,,совмещённый,1,
6517,5.1,24510375,1,43.3,5,есть,кирпич-монолит,закрытая,37.3,,,совмещённый,1,
6518,15.1,16000000,3,60.1,4,есть,панель,,44.7,6.0,Хороший,совмещённый,1,
6519,5.1,24115782,1,43.4,5,есть,кирпич-монолит,закрытая,37.4,,,совмещённый,1,
